"ID","Region","Gender","Degree","Marital","Religion","Happy","Income","Politics","Marijuana","DeathPenalty","OwnGun","SpendMilitary","SpendEduc","SpendEnv","SpendSci","Pres04","Postlife"
1998,"North Central","Male","Graduate","Married","Catholic","Pretty happy","5000-5999","Slightly liberal","NA","Favor","Yes","NA","NA","NA","About right","Bush","Yes"
1999,"North Central","Male","HS","Married","Other","Pretty happy","130000-149999","Moderate","Legal","Oppose","NA","Too much","About right","Too little","About right","Kerry","Yes"
2000,"North Central","Female","HS","Widowed","Catholic","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
2001,"North Central","Male","Graduate","Married","None","NA","40000-49999","Liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
2002,"North Central","Female","HS","Married","Catholic","Very happy","25000-29999","Conservative","Not legal","Favor","Yes","Too much","Too little","Too little","About right","Bush","Yes"
2003,"North Central","Female","HS","Never Married","Catholic","NA","15000-17499","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","NA","NA"
2004,"North Central","Female","Jr Col","Divorced","None","Pretty happy","40000-49999","Liberal","Legal","Favor","NA","NA","NA","NA","Too little","Kerry","Yes"
2005,"North Central","Male","Bachelors","Married","Catholic","Very happy","NA","Conservative","NA","Oppose","Yes","About right","Too little","Too little","Too little","Bush","Yes"
2006,"North Central","Male","Bachelors","Married","Protestant","NA","NA","Conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
2007,"North Central","Male","HS","Married","Protestant","Very happy","75000-89999","Slightly conservative","NA","Favor","No","About right","Too little","About right","Too little","Bush","Yes"
2008,"North Central","Female","Graduate","Divorced","Catholic","Pretty happy","40000-49999","Extremely liberal","NA","Oppose","No","NA","NA","NA","Too little","Kerry","Yes"
2009,"North Central","Male","Graduate","Married","Catholic","NA","150000+","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
2010,"North Central","Male","Graduate","Widowed","Protestant","Not too happy","15000-17499","Liberal","NA","Oppose","Yes","Too much","Too little","Too little","Too little","Kerry","Yes"
2011,"North Central","Male","HS","Married","None","Pretty happy","25000-29999","Conservative","Not legal","Favor","NA","Too little","Too little","Too much","Too little","Bush","NA"
2012,"North Central","Female","Graduate","Married","Catholic","Very happy","35000-39999","Conservative","Legal","Oppose","NA","NA","NA","NA","About right","Bush","Yes"
2013,"North Central","Male","Left HS","Widowed","Protestant","Pretty happy","NA","Slightly liberal","NA","Oppose","Yes","NA","NA","NA","About right","NA","Yes"
2014,"North Central","Female","HS","Widowed","Protestant","Pretty happy","NA","Slightly liberal","NA","Favor","No","NA","NA","NA","Too much","NA","No"
2015,"North Central","Female","Graduate","Widowed","Catholic","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
2016,"North Central","Male","HS","Married","None","Pretty happy","NA","Moderate","NA","Favor","NA","Too little","Too little","Too little","About right","NA","Yes"
2017,"North Central","Female","HS","Never Married","Catholic","NA","25000-29999","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
2018,"North Central","Female","HS","Divorced","Catholic","Pretty happy","60000-74999","Moderate","Legal","Favor","NA","NA","NA","NA","About right","Bush","Yes"
2019,"North Central","Female","Bachelors","Married","Protestant","Very happy","NA","Liberal","Legal","Oppose","NA","NA","NA","NA","Too little","Kerry","Yes"
2020,"North Central","Female","Bachelors","Never Married","None","NA","40000-49999","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
2021,"North Central","Female","HS","Married","Catholic","Pretty happy","NA","Moderate","Legal","Oppose","Yes","About right","Too little","Too little","About right","Kerry","Yes"
2022,"North Central","Male","HS","Divorced","Catholic","NA","40000-49999","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
2023,"North Central","Female","Left HS","Widowed","Protestant","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
2024,"North Central","Male","HS","Never Married","None","NA","NA","Slightly liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
2025,"North Central","Female","HS","Never Married","Protestant","Pretty happy","35000-39999","Moderate","Not legal","Favor","No","Too much","Too little","Too little","About right","NA","Yes"
2026,"North Central","Male","Left HS","Divorced","None","NA","20000-22499","Liberal","NA","NA","NA","NA","NA","NA","NA","NA","NA"
2027,"North Central","Female","Left HS","Divorced","Protestant","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
2028,"North Central","Male","HS","Married","Protestant","Pretty happy","35000-39999","Conservative","NA","Favor","Yes","NA","NA","NA","Too little","Bush","Yes"
2029,"North Central","Female","Jr Col","Divorced","Protestant","Pretty happy","NA","Moderate","Legal","Oppose","No","NA","NA","NA","Too little","Kerry","Yes"
2030,"North Central","Male","HS","Married","Protestant","NA","35000-39999","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
2031,"North Central","Female","Left HS","Widowed","Catholic","Pretty happy","20000-22499","NA","Not legal","Oppose","NA","Too much","Too little","About right","About right","NA","Yes"
2032,"North Central","Female","HS","Widowed","None","Pretty happy","6000-6999","Slightly liberal","Not legal","Favor","NA","NA","NA","NA","Too little","Kerry","No"
2033,"North Central","Male","HS","Divorced","None","Not too happy","NA","Liberal","Legal","Favor","No","About right","Too little","Too little","About right","Nader","NA"
2034,"North Central","Male","HS","Divorced","None","Pretty happy","NA","Moderate","NA","Favor","No","NA","NA","NA","Too little","NA","Yes"
2035,"North Central","Female","Left HS","Never Married","None","Pretty happy","NA","Moderate","NA","Oppose","No","NA","NA","NA","About right","NA","NA"
2036,"North Central","Female","HS","Never Married","Catholic","Pretty happy","7000-7999","Moderate","Not legal","Oppose","NA","About right","Too little","Too little","Too little","Kerry","Yes"
2037,"North Central","Female","Graduate","Never Married","None","NA","12500-14999","Liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
2038,"North Central","Male","Left HS","Divorced","None","NA","NA","Liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
2039,"North Central","Female","Left HS","Never Married","Catholic","Pretty happy","NA","Moderate","Not legal","Oppose","NA","Too little","About right","Too little","About right","NA","No"
2040,"North Central","Male","Left HS","Divorced","Catholic","Pretty happy","NA","Moderate","Legal","Favor","Yes","NA","NA","NA","Too much","NA","Yes"
2041,"North Central","Male","HS","Divorced","None","Not too happy","NA","Liberal","Legal","Oppose","NA","Too much","About right","Too little","Too little","NA","No"
2042,"North Central","Female","Left HS","Divorced","Catholic","Pretty happy","NA","Conservative","Not legal","Favor","NA","NA","NA","NA","Too much","Bush","Yes"
2043,"North Central","Female","Graduate","Never Married","Protestant","NA","under 1000","Liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
2044,"North Central","Male","Left HS","Married","Catholic","NA","25000-29999","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
2045,"North Central","Male","Left HS","Never Married","Protestant","Very happy","12500-14999","Conservative","Legal","Oppose","NA","NA","NA","NA","About right","NA","Yes"
2046,"North Central","Female","Jr Col","Widowed","Catholic","Pretty happy","60000-74999","Moderate","Not legal","Favor","NA","About right","Too little","Too little","Too little","Kerry","Yes"
2047,"North Central","Male","HS","Married","None","Pretty happy","Refused","Moderate","Legal","Favor","NA","Too much","Too little","Too little","Too little","Kerry","No"
2048,"North Central","Female","Graduate","Never Married","Protestant","Very happy","50000-59999","Moderate","NA","Favor","Yes","NA","NA","NA","About right","Bush","Yes"
2049,"North Central","Female","HS","Widowed","Protestant","Pretty happy","NA","Conservative","Not legal","Oppose","No","Too much","About right","About right","About right","Bush","Yes"
2050,"North Central","Male","HS","Divorced","Protestant","Pretty happy","150000+","Moderate","Legal","Favor","No","About right","About right","About right","About right","Bush","Yes"
2051,"North Central","Male","Graduate","Married","Catholic","Pretty happy","60000-74999","Conservative","Not legal","Oppose","No","NA","NA","NA","About right","Bush","Yes"
2052,"North Central","Male","Bachelors","Married","None","NA","75000-89999","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
2053,"North Central","Male","Bachelors","Married","Protestant","NA","50000-59999","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
2054,"North Central","Male","Jr Col","Never Married","Protestant","Not too happy","25000-29999","Slightly liberal","NA","Favor","No","Too much","Too little","Too little","Too little","NA","Yes"
2055,"North Central","Male","Graduate","Never Married","None","Pretty happy","30000-34999","Liberal","Legal","Oppose","No","NA","NA","NA","About right","Kerry","Yes"
2056,"North Central","Male","HS","Never Married","Protestant","NA","3000-3999","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
2057,"North Central","Female","HS","Never Married","Protestant","NA","5000-5999","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
2058,"North Central","Female","HS","Married","Catholic","Very happy","NA","Extremely conservative","Not legal","Oppose","NA","NA","NA","NA","About right","Bush","Yes"
2059,"North Central","Male","Bachelors","Married","Catholic","Very happy","75000-89999","Conservative","NA","Favor","Yes","NA","NA","NA","Too little","Bush","Yes"
2060,"North Central","Female","Bachelors","Married","Protestant","NA","40000-49999","Moderate","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
2061,"North Central","Female","Bachelors","Married","Catholic","Very happy","NA","Conservative","Not legal","Oppose","No","Too little","Too little","Too little","About right","Bush","No"
2062,"North Central","Male","HS","Married","Protestant","Very happy","Refused","Conservative","NA","Oppose","Yes","NA","NA","NA","Too little","Bush","Yes"
2063,"North Central","Female","HS","Married","Protestant","Very happy","NA","Conservative","Not legal","NA","No","About right","Too little","Too little","Too little","Bush","Yes"
2064,"North Central","Male","Bachelors","Married","Catholic","NA","150000+","Conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
2065,"North Central","Male","Graduate","Married","Catholic","Very happy","Refused","Conservative","Not legal","Favor","NA","NA","NA","NA","Too little","Bush","Yes"
2066,"North Central","Female","HS","Married","Protestant","Pretty happy","40000-49999","Moderate","NA","Favor","Yes","NA","NA","NA","Too little","Kerry","Yes"
2067,"North Central","Female","HS","Divorced","Protestant","Pretty happy","30000-34999","Moderate","Legal","Favor","No","NA","NA","NA","About right","Kerry","No"
2068,"North Central","Female","HS","Never Married","Protestant","Pretty happy","30000-34999","Liberal","NA","Oppose","NA","NA","NA","NA","Too much","NA","Yes"
2069,"North Central","Female","HS","Never Married","None","NA","12500-14999","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
2070,"North Central","Female","HS","Divorced","Protestant","Pretty happy","12500-14999","Moderate","Not legal","Favor","NA","NA","NA","NA","About right","Kerry","Yes"
2071,"North Central","Male","HS","Married","Protestant","Pretty happy","25000-29999","Slightly conservative","Legal","Favor","Yes","NA","NA","NA","Too much","Bush","Yes"
2072,"North Central","Female","Bachelors","Divorced","Protestant","Pretty happy","35000-39999","Slightly conservative","NA","NA","No","NA","NA","NA","Too little","Bush","Yes"
2073,"North Central","Female","Bachelors","Married","Protestant","NA","30000-34999","Conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
2074,"North Central","Male","Graduate","Married","Jewish","Pretty happy","40000-49999","Liberal","Not legal","Oppose","NA","About right","Too little","Too little","About right","Kerry","NA"
2075,"North Central","Female","HS","Married","Protestant","NA","17500-19999","Moderate","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
2076,"North Central","Female","Bachelors","Married","Protestant","NA","40000-49999","Conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
2077,"North Central","Male","Bachelors","Divorced","Catholic","Very happy","75000-89999","Liberal","NA","Oppose","No","NA","NA","NA","Too little","Kerry","Yes"
2078,"North Central","Female","HS","Never Married","Protestant","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
2079,"North Central","Female","HS","Married","None","NA","35000-39999","Liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
2080,"North Central","Male","Bachelors","Married","Protestant","Very happy","40000-49999","Conservative","Not legal","Favor","Yes","NA","NA","NA","Too little","Bush","Yes"
2081,"North Central","Female","Bachelors","Never Married","Protestant","Very happy","25000-29999","Conservative","Legal","Favor","No","NA","NA","NA","Too little","Bush","Yes"
2082,"North Central","Female","Jr Col","Divorced","Protestant","NA","50000-59999","Moderate","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
2083,"North Central","Male","HS","Married","Catholic","Pretty happy","NA","Moderate","Not legal","Favor","NA","NA","NA","NA","Too little","Bush","Yes"
2084,"North Central","Female","HS","Married","Catholic","Very happy","NA","Conservative","NA","Favor","Yes","Too little","Too little","About right","Too little","Bush","Yes"
2085,"North Central","Female","HS","Married","Catholic","Pretty happy","10000-124999","Slightly liberal","NA","Favor","Yes","NA","NA","NA","About right","NA","No"
2086,"North Central","Male","HS","Married","Protestant","Pretty happy","NA","Slightly conservative","NA","Favor","No","NA","NA","NA","Too little","Bush","Yes"
2087,"North Central","Male","HS","Married","Protestant","Pretty happy","NA","Slightly liberal","Not legal","Favor","NA","NA","NA","NA","Too little","Kerry","Yes"
2088,"North Central","Male","HS","Married","Protestant","Very happy","Refused","Extremely conservative","Not legal","Favor","NA","NA","NA","NA","About right","Bush","Yes"
2089,"North Central","Female","Bachelors","Married","Protestant","Very happy","30000-34999","Slightly conservative","Not legal","Favor","No","Too little","Too little","About right","About right","Bush","Yes"
2090,"North Central","Female","HS","Married","Protestant","NA","15000-17499","Conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
