"","m.impr_post","m.impr_pre","m.click_post","m.click_pre","m.cost_post","m.cost_pre","m.conv_post","m.conv_pre","m.value_post","m.value_pre","m.cpm_pre","m.cpm_post","m.cpc_pre","m.cpc_post","m.cpa_pre","m.cpa_post","m.cpr_pre","m.cpr_post","mult.change","d.impr_post","d.impr_pre","d.click_post","d.click_pre","d.cost_post","d.cost_pre","d.conv_post","d.conv_pre","d.value_post","d.value_pre","d.cpm_pre","d.cpm_post","d.cpc_pre","d.cpc_post","d.cpa_pre","d.cpa_post","d.cpr_pre","d.cpr_post","error.cpr_pre","error.cpr_post"
"412",4475,2888,236,134,439.97,231.14,46,30,566.15,330.8,0.080034626,0.098317318,1.724925373,1.864279661,7.704666667,9.564565217,0.698730351,0.777126203,0.09,2290,2309,46,79,68.03,128.12,4,19,61.3,255.2,0.055487224,0.029707424,1.621772152,1.478913043,6.743157895,17.0075,0.502037618,1.109787928,0.196692733,0.332661725
"413",2044,2631,103,218,150.38,415.07,14,42,209.15,260.45,0.157761307,0.073571429,1.903990826,1.46,9.882619048,10.74142857,1.593664811,0.719005498,-1.13,305,1482,37,60,67.56,103.55,14,21,122.45,199.45,0.069871795,0.221508197,1.725833333,1.825945946,4.930952381,4.825714286,0.519177739,0.551735402,1.074487072,0.167270096
"414",292,430,11,6,19.71,10.51,0,3,0,15.4,0.02444186,0.0675,1.751666667,1.791818182,3.503333333,0,0.682467532,0,-0.1,156,224,2,2,2.11,1.91,2,0,45.9,0,0.008526786,0.013525641,0.955,1.055,0,1.055,0,0.045969499,0.682467532,0.045969499
"415",633,2033,26,59,10.61,50.45,1,0,0,0,0.024815544,0.016761453,0.855084746,0.408076923,0,10.61,0,0,-0.04,5908,8268,173,222,173.31,222.87,31,37,331.95,327,0.026955733,0.0293348,1.003918919,1.001791908,6.023513514,5.590645161,0.681559633,0.522096701,0.681559633,0.522096701
"416",686,362,27,11,15.54,9.26,1,3,0,15.4,0.02558011,0.022653061,0.841818182,0.575555556,3.086666667,15.54,0.601298701,0,0.1,9,49,0,2,0,1.27,0,0,0,0,0.025918367,0,0.635,0,0,0,0,0,0.601298701,0
"417",1062,929,64,74,77.58,92.93,12,8,91.8,46.05,0.100032293,0.073050847,1.255810811,1.2121875,11.61625,6.465,2.018023887,0.845098039,-0.23,2828,2637,196,224,219.68,266.1,46,87,439.63,805.87,0.100910125,0.077680339,1.187946429,1.120816327,3.05862069,4.775652174,0.330202142,0.499692924,1.687821745,0.345405116
"418",34,444,3,33,2.61,36.84,0,9,0,30.65,0.082972973,0.076764706,1.116363636,0.87,4.093333333,0,1.201957586,0,-0.89,16,33,3,2,4.71,2.32,0,0,0,0,0.07030303,0.294375,1.16,1.57,0,0,0,0,1.201957586,0
"419",443,371,44,38,50.84,36.13,9,3,138.2,30.65,0.097385445,0.11476298,0.950789474,1.155454545,12.04333333,5.648888889,1.178792822,0.367872648,0,815,762,62,89,61.04,107.83,11,19,122.6,163.1,0.141509186,0.074895706,1.211573034,0.984516129,5.675263158,5.549090909,0.661128142,0.497879282,0.51766468,0.130006634
"420",3351,2534,345,219,359.55,205.96,58,34,561.15,376.45,0.081278611,0.107296329,0.940456621,1.042173913,6.057647059,6.199137931,0.54711117,0.640737771,0,11381,7737,427,350,359.07,307.27,75,49,726,377.95,0.03971436,0.031549952,0.877914286,0.840913349,6.270816327,4.7876,0.812991136,0.494586777,0.265879966,0.146150994
"421",4656,2579,440,204,499.76,210.81,72,48,694.5,510.75,0.081740985,0.10733677,1.033382353,1.135818182,4.391875,6.941111111,0.412745962,0.719596832,0.51,1732,2853,93,198,73.18,172.79,19,25,122.6,137.85,0.060564318,0.042251732,0.872676768,0.78688172,6.9116,3.851578947,1.25346391,0.596900489,0.840717948,0.122696343
"422",346,221,2,8,3.89,14.5,0,7,0,45.9,0.06561086,0.011242775,1.8125,1.945,2.071428571,0,0.315904139,0,0.92,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315904139,0
"423",699,662,35,32,68.25,77.05,2,2,0,0,0.116389728,0.097639485,2.4078125,1.95,38.525,34.125,0,0,-0.5,876,799,33,28,39.66,42.52,5,7,73.5,91.25,0.053216521,0.045273973,1.518571429,1.201818182,6.074285714,7.932,0.465972603,0.539591837,0.465972603,0.539591837
"424",4030,3647,55,34,72,37.3,2,3,0,0,0.010227584,0.017866005,1.097058824,1.309090909,12.43333333,36,0,0,-0.05,16614,24012,109,163,125.15,203.21,12,26,183.75,422,0.008462852,0.007532804,1.246687117,1.148165138,7.815769231,10.42916667,0.481540284,0.681088435,0.481540284,0.681088435
"425",733,413,21,11,43.74,25.57,7,3,0,0,0.061912833,0.059672578,2.324545455,2.082857143,8.523333333,6.248571429,0,0,-0.08,1029,920,62,46,68.41,56.28,7,14,55.75,202.75,0.061173913,0.066482021,1.223478261,1.103387097,4.02,9.772857143,0.277583231,1.227085202,0.277583231,1.227085202
"426",253,163,10,7,16.39,11.12,0,4,0,0,0.068220859,0.064782609,1.588571429,1.639,2.78,0,0,0,0.08,983,1092,50,60,46.61,63.73,5,4,92.5,36.75,0.058360806,0.047416073,1.062166667,0.9322,15.9325,9.322,1.73414966,0.503891892,1.73414966,0.503891892
"427",64,1173,0,33,0,19.29,0,5,0,17,0.016445013,0,0.584545455,0,3.858,0,1.134705882,0,-0.22,7122,5902,69,64,49.91,42.82,24,15,78.73,88.17,0.007255168,0.007007863,0.6690625,0.723333333,2.854666667,2.079583333,0.485652716,0.633938778,0.649053166,0.633938778
"428",2346,846,118,42,196.65,57.73,44,17,138.78,131.92,0.068238771,0.083823529,1.37452381,1.666525424,3.395882353,4.469318182,0.437613705,1.416990921,0.2,4198,3663,127,94,215.55,131.71,33,23,158.05,110.88,0.035956866,0.051345879,1.401170213,1.697244094,5.726521739,6.531818182,1.18786075,1.363808921,0.750247045,0.053182
"429",56,108,10,9,12.46,10.71,2,4,0,8.5,0.099166667,0.2225,1.19,1.246,2.6775,6.23,1.26,0,-0.29,113,137,7,13,9.07,15.09,2,11,13,98.05,0.110145985,0.080265487,1.160769231,1.295714286,1.371818182,4.535,0.153901071,0.697692308,1.106098929,0.697692308
"430",294,259,26,26,29.7,23.75,6,9,18.28,52.25,0.091698842,0.101020408,0.913461538,1.142307692,2.638888889,4.95,0.454545455,1.624726477,0.27,175,190,7,6,4.97,4.57,2,3,0,8.5,0.024052632,0.0284,0.761666667,0.71,1.523333333,2.485,0.537647059,0,0.083101604,1.624726477
"431",1297,952,76,46,62.94,31.46,18,11,83.32,35.75,0.033046218,0.048527371,0.683913043,0.828157895,2.86,3.496666667,0.88,0.755400864,0.53,849,802,11,15,6.53,10.55,4,6,0,29.25,0.013154613,0.007691402,0.703333333,0.593636364,1.758333333,1.6325,0.360683761,0,0.519316239,0.755400864
"432",23,762,0,22,0,29.81,0,6,0,8.5,0.039120735,0,1.355,0,4.968333333,0,3.507058824,0,-0.53,1801,2878,22,49,34.84,68.75,13,19,45.8,104.25,0.023888117,0.019344808,1.403061224,1.583636364,3.618421053,2.68,0.659472422,0.76069869,2.847586401,0.76069869
"433",764,308,125,37,205.29,49.14,23,16,144.85,122.1,0.159545455,0.268704188,1.328108108,1.64232,3.07125,8.925652174,0.402457002,1.417259234,0.64,56,114,0,2,0,3.1,0,0,0,0,0.027192982,0,1.55,0,0,0,0,0,0.402457002,1.417259234
"434",335,1884,3,29,2.18,18.66,0,4,0,24.8,0.009904459,0.006507463,0.643448276,0.726666667,4.665,0,0.752419355,0,-0.43,37613,60964,51,88,35.43,57.75,10,14,63.35,49.6,0.00094728,0.000941962,0.65625,0.694705882,4.125,3.543,1.164314516,0.559273875,0.411895161,0.559273875
"435",60,91,1,2,5.77,16.86,0,4,0,70.53,0.185274725,0.096166667,8.43,5.77,4.215,0,0.239047214,0,-0.05,746,695,0,2,0,4.87,0,0,0,0,0.007007194,0,2.435,0,0,0,0,0,0.239047214,0
"436",272,275,10,9,137.88,53.6,1,3,0,275,0.194909091,0.506911765,5.955555556,13.788,17.86666667,137.88,0.194909091,0,-0.1,512,446,16,6,143.88,48.1,2,4,110,389,0.107847534,0.281015625,8.016666667,8.9925,12.025,71.94,0.123650386,1.308,0.071258705,1.308
"437",222,136,4,3,104.33,62.25,2,3,229,162.32,0.457720588,0.469954955,20.75,26.0825,20.75,52.165,0.383501725,0.45558952,0.25,663,604,11,10,184.75,181.66,0,0,0,0,0.300761589,0.278657617,18.166,16.79545455,0,0,0,0,0.383501725,0.45558952
"438",2221,5817,20,32,112.7,206.18,4,4,55,273.82,0.035444387,0.050742909,6.443125,5.635,51.545,28.175,0.752976408,2.049090909,0,49205,50244,228,236,1827.45,1871.53,32,43,1926.82,2971.74,0.037248826,0.037139518,7.930211864,8.015131579,43.52395349,57.1078125,0.629775822,0.94842798,0.123200586,1.100662929
"439",7183,12223,124,270,84.99,248.34,43,72,170.56,323.22,0.020317434,0.011832104,0.919777778,0.685403226,3.449166667,1.976511628,0.768331168,0.498299719,0.1,47579,32973,588,421,648.9,416.94,125,85,544.8,224.38,0.012644891,0.01363837,0.990356295,1.103571429,4.905176471,5.1912,1.858187004,1.191079295,1.089855837,0.692779577
"440",1256,1574,82,117,87.66,116.11,20,36,82.87,168.48,0.073767471,0.069792994,0.992393162,1.06902439,3.225277778,4.383,0.689161918,1.057801376,-0.42,1276,1300,69,68,66.17,65.24,19,36,120.52,171.03,0.050184615,0.051857367,0.959411765,0.958985507,1.812222222,3.482631579,0.381453546,0.549037504,0.307708372,0.508763871
"441",58,361,5,30,3.4,26.48,0,8,0,25,0.073351801,0.05862069,0.882666667,0.68,3.31,0,1.0592,0,-0.62,189,309,10,19,9.47,16.26,4,9,17,39.23,0.052621359,0.05010582,0.855789474,0.947,1.806666667,2.3675,0.414478715,0.557058824,0.644721285,0.557058824
"442",1133,551,44,16,65.27,17.24,18,4,75.8,34.25,0.031288566,0.05760812,1.0775,1.483409091,4.31,3.626111111,0.503357664,0.861081794,0.62,372,446,13,11,13.23,9.98,4,6,29.75,63.83,0.022376682,0.035564516,0.907272727,1.017692308,1.663333333,3.3075,0.156352812,0.444705882,0.347004852,0.416375912
"443",37,702,0,24,0,20.92,0,4,0,15.8,0.02980057,0,0.871666667,0,5.23,0,1.324050633,0,-0.3,2056,2332,48,57,36.64,44.55,11,7,99.93,0,0.019103774,0.017821012,0.781578947,0.763333333,6.364285714,3.330909091,0,0.36665666,1.324050633,0.36665666
"444",432,86,22,6,28.68,5.75,10,7,42.3,24.5,0.066860465,0.066388889,0.958333333,1.303636364,0.821428571,2.868,0.234693878,0.678014184,0.76,116,200,0,1,0,1.05,0,0,0,0,0.00525,0,1.05,0,0,0,0,0,0.234693878,0.678014184
"445",7504,32899,137,810,121.24,988.1,16,227,65.28,1239.18,0.030034348,0.016156716,1.219876543,0.884963504,4.352863436,7.5775,0.79738214,1.857230392,-0.26,120578,102100,2392,1896,3551.23,2364.24,735,599,3172.19,2695.53,0.023156121,0.029451724,1.246962025,1.484627926,3.946978297,4.831605442,0.877096526,1.119488429,0.079714387,0.737741963
"446",36218,11983,1264,412,1492.8,371.98,321,115,1782.46,726.67,0.03104231,0.041217074,0.902864078,1.181012658,3.234608696,4.65046729,0.511896734,0.83749425,0.28,58704,43394,1575,938,2097.52,1047.49,480,310,2498.13,1529.74,0.024139051,0.035730444,1.116727079,1.33175873,3.379,4.369833333,0.68475035,0.839636048,0.172853615,0.002141798
"447",63,52,7,8,8.07,10.17,0,3,0,0,0.195576923,0.128095238,1.27125,1.152857143,3.39,0,0,0,-0.07,80,114,11,12,14.67,14,2,5,0,51.25,0.122807018,0.183375,1.166666667,1.333636364,2.8,7.335,0.273170732,0,0.273170732,0
"448",924,780,66,57,114.17,81.53,22,17,185.33,161.83,0.104525641,0.123560606,1.430350877,1.729848485,4.795882353,5.189545455,0.503800284,0.61603626,0.17,165,204,8,13,10.22,12.77,3,14,34.7,109.3,0.062598039,0.061939394,0.982307692,1.2775,0.912142857,3.406666667,0.116834401,0.294524496,0.386965884,0.321511764
"449",1509,1274,72,56,85.98,73.34,25,19,126.89,132.33,0.057566719,0.056978131,1.309642857,1.194166667,3.86,3.4392,0.554220509,0.677594767,-0.15,627,780,19,29,25.7,30.12,6,2,52.62,0,0.038615385,0.040988836,1.03862069,1.352631579,15.06,4.283333333,0,0.48840745,0.554220509,0.189187317
"450",408,335,44,23,53.25,24.29,11,4,25,17.75,0.072507463,0.130514706,1.056086957,1.210227273,6.0725,4.840909091,1.368450704,2.13,-0.07,239,287,47,49,35.68,36.72,13,22,47.05,112.23,0.127944251,0.149288703,0.749387755,0.759148936,1.669090909,2.744615385,0.327185245,0.758342189,1.04126546,1.371657811
"451",4771,4386,69,92,83.03,101.7,20,36,67.55,133.4,0.023187415,0.01740306,1.105434783,1.203333333,2.825,4.1515,0.762368816,1.229163583,-0.12,2135,3024,24,36,18.93,27.86,2,5,21.25,20.5,0.009212963,0.008866511,0.773888889,0.78875,5.572,9.465,1.35902439,0.890823529,0.596655575,0.338340053
"452",507,433,57,69,37.52,51.55,6,12,27.8,47.25,0.119053118,0.074003945,0.747101449,0.658245614,4.295833333,6.253333333,1.091005291,1.349640288,-0.4,340,421,37,53,19.05,30.67,5,14,8.5,180.85,0.072850356,0.056029412,0.578679245,0.514864865,2.190714286,3.81,0.169588056,2.241176471,0.921417235,0.891536183
"453",15660,15386,483,571,586.39,667.64,42,61,476.68,714.13,0.043392695,0.037445083,1.169246935,1.214057971,10.94491803,13.96166667,0.934899808,1.230154401,0.11,8165,18022,312,524,402.4,626.94,51,63,459.15,508.39,0.034787482,0.049283527,1.196450382,1.28974359,9.951428571,7.890196078,1.23318712,0.876402047,0.298287312,0.353752354
"454",152,201,23,35,13.33,12.53,6,4,71.15,30.1,0.062338308,0.087697368,0.358,0.579565217,3.1325,2.221666667,0.41627907,0.187350668,0.05,227,434,40,78,19.08,27.57,0,6,0,0,0.063525346,0.084052863,0.353461538,0.477,4.595,0,0,0,0.41627907,0.187350668
"455",526,467,23,16,37.16,25.52,0,5,0,63.05,0.054646681,0.070646388,1.595,1.615652174,5.104,0,0.404758128,0,-0.05,917,1180,38,45,53.26,56.45,4,0,22,0,0.047838983,0.058080698,1.254444444,1.401578947,0,13.315,0,2.420909091,0.404758128,2.420909091
"456",11064,917,308,36,460.44,20.17,29,6,241.22,63.05,0.021995638,0.041616052,0.560277778,1.494935065,3.361666667,15.87724138,0.319904837,1.908796949,0.1,24086,13315,327,271,372.73,269.86,67,39,366.48,294.12,0.020267368,0.015474965,0.995793358,1.139847095,6.919487179,5.563134328,0.91751666,1.017054137,0.597611822,0.891742812
"457",92,66,4,5,110.85,84.95,0,4,0,153.75,1.287121212,1.204891304,16.99,27.7125,21.2375,0,0.552520325,0,0.45,685,667,4,2,68.82,30.66,0,2,0,153.75,0.045967016,0.100467153,15.33,17.205,15.33,0,0.199414634,0,0.353105691,0
"458",7892,5834,85,58,851.1,565.98,28,21,629.96,578.09,0.097014056,0.107843386,9.758275862,10.01294118,26.95142857,30.39642857,0.979051705,1.351038161,0.25,19055,19695,142,112,1143.04,1045.36,69,40,1608,859.68,0.053077431,0.059986355,9.333571429,8.049577465,26.134,16.5657971,1.215987344,0.710845771,0.236935639,0.64019239
"459",685,1697,28,40,81.62,193.72,6,6,39.2,84.34,0.11415439,0.119153285,4.843,2.915,32.28666667,13.60333333,2.296893526,2.082142857,-0.24,16047,12925,193,98,1089.51,544.01,46,20,794.79,508.73,0.042089749,0.067894934,5.551122449,5.645129534,27.2005,23.685,1.069349164,1.370814932,1.227544363,0.711327925
"460",835,1032,12,9,68.79,68.15,1,3,0,107,0.066036822,0.082383234,7.572222222,5.7325,22.71666667,68.79,0.636915888,0,0.05,5401,4798,69,53,575.4,395.92,30,11,467.65,491.1,0.082517716,0.106535827,7.470188679,8.339130435,35.99272727,19.18,0.806190185,1.230407356,0.169274297,1.230407356
"461",6769,2185,62,22,233.61,80.86,3,5,88.51,77.7,0.037006865,0.034511745,3.675454545,3.767903226,16.172,77.87,1.040669241,2.639362784,0.05,9428,5110,69,20,182.24,57.38,13,0,259.62,0,0.011228963,0.019329656,2.869,2.64115942,0,14.01846154,0,0.701949002,1.040669241,1.937413781
"462",8655,2229,30,8,142.06,39.62,0,3,0,88.81,0.017774787,0.016413634,4.9525,4.735333333,13.20666667,0,0.446120932,0,-0.05,17052,9901,32,19,139.23,81.76,3,7,41.6,105.84,0.008257752,0.008165025,4.303157895,4.3509375,11.68,46.41,0.772486772,3.346875,0.32636584,3.346875
"463",1599,989,9,6,39.03,19.02,2,4,19.6,121.99,0.019231547,0.024409006,3.17,4.336666667,4.755,19.515,0.155914419,1.991326531,0,1572,1310,6,3,13.41,6.96,0,0,0,0,0.005312977,0.008530534,2.32,2.235,0,0,0,0,0.155914419,1.991326531
"464",2804,2475,94,62,719.37,334.83,8,6,815,834.5,0.135284848,0.256551355,5.400483871,7.65287234,55.805,89.92125,0.401234272,0.882662577,0.47,15188,15113,263,279,1564.7,1637.86,38,22,3905,2135,0.108374247,0.103022123,5.87046595,5.949429658,74.44818182,41.17631579,0.767147541,0.400691421,0.365913269,0.481971155
"465",2142,2505,16,19,190.66,158.56,2,4,235.5,235.5,0.063297405,0.089010271,8.345263158,11.91625,39.64,95.33,0.67329087,0.809596603,0.67,4099,7525,33,35,313.45,279.01,12,9,1368,661.5,0.037077741,0.076469871,7.971714286,9.498484848,31.00111111,26.12083333,0.421783825,0.229130117,0.251507046,0.580466486
"466",125,6036,1,45,0.66,122.93,0,6,0,177.4,0.020366137,0.00528,2.731777778,0.66,20.48833333,0,0.692953777,0,0,93767,99650,424,510,1898.56,2277.66,54,71,1692.1,2289.85,0.022856598,0.020247635,4.466,4.477735849,32.07971831,35.15851852,0.994676507,1.122014065,0.30172273,1.122014065
"467",2821,3689,47,74,155.43,213.66,3,0,0,0,0.057918135,0.055097483,2.887297297,3.307021277,0,51.81,0,0,-0.07,26497,22059,358,458,1873.78,2421.55,66,101,2419.7,3188.25,0.109776055,0.070716685,5.287227074,5.234022346,23.97574257,28.39060606,0.759523249,0.774385254,0.759523249,0.774385254
"468",2917,2006,27,26,47.93,41.69,0,4,0,147.2,0.020782652,0.016431265,1.603461538,1.775185185,10.4225,0,0.283220109,0,0.21,45266,49619,94,112,130.44,158.12,0,8,0,261.5,0.003186683,0.002881633,1.411785714,1.387659574,19.765,0,0.604665392,0,0.321445283,0
"469",1864,2341,32,50,67.51,116.1,0,6,0,192.9,0.049594191,0.036217811,2.322,2.1096875,19.35,0,0.601866252,0,0.22,20810,21046,231,197,518.04,429.02,28,13,781.3,389.95,0.020384871,0.024893801,2.177766497,2.242597403,33.00153846,18.50142857,1.100192332,0.663048765,0.49832608,0.663048765
"470",111,1244,0,20,0,40.66,0,3,0,39.72,0.032684887,0,2.033,0,13.55333333,0,1.02366566,0,-0.29,3383,6859,8,19,14.08,27.32,2,2,39.72,57.38,0.003983088,0.004161986,1.437894737,1.76,13.66,7.04,0.476124085,0.35448137,0.547541575,0.35448137
"471",5398,3598,63,48,85.26,58.98,5,11,0,62.98,0.01639244,0.015794739,1.22875,1.353333333,5.361818182,17.052,0.936487774,0,-0.1,555,801,6,2,5.26,1.79,3,0,12,0,0.002234707,0.009477477,0.895,0.876666667,0,1.753333333,0,0.438333333,0.936487774,0.438333333
"472",839,373,13,9,17.04,11.68,3,3,12,25.49,0.031313673,0.020309893,1.297777778,1.310769231,3.893333333,5.68,0.458218909,1.42,0,850,485,7,3,4.33,2.08,4,2,50.24,12,0.00428866,0.005094118,0.693333333,0.618571429,1.04,1.0825,0.173333333,0.086186306,0.284885576,1.333813694
"473",125,151,8,15,8.75,14.62,0,10,0,74.98,0.096821192,0.07,0.974666667,1.09375,1.462,0,0.194985329,0,0.44,768,642,36,25,37.43,22.36,12,3,62.98,13.49,0.03482866,0.048736979,0.8944,1.039722222,7.453333333,3.119166667,1.657524092,0.594315656,1.462538762,0.594315656
"474",6391,4640,67,63,282.06,279.98,5,3,140,70,0.060340517,0.044133938,4.444126984,4.209850746,93.32666667,56.412,3.999714286,2.014714286,-0.12,3954,4552,28,43,68.8,125.58,7,3,280,70,0.027587873,0.017400101,2.920465116,2.457142857,41.86,9.828571429,1.794,0.245714286,2.205714286,1.769
"475",345,427,4,5,51.11,61.13,0,4,0,211.13,0.143161593,0.148144928,12.226,12.7775,15.2825,0,0.289537252,0,0.03,1324,1744,11,9,144.55,104.03,5,6,92.63,223.26,0.059650229,0.109176737,11.55888889,13.14090909,17.33833333,28.91,0.465958972,1.560509554,0.17642172,1.560509554
"476",209,187,17,10,4.45,2.68,4,3,36.08,12,0.014331551,0.021291866,0.268,0.261764706,0.893333333,1.1125,0.223333333,0.123337029,0,112,191,5,10,1.09,2.84,0,1,0,0,0.01486911,0.009732143,0.284,0.218,2.84,0,0,0,0.223333333,0.123337029
"477",1107,1055,12,18,15.55,22.99,4,3,0,15.8,0.021791469,0.014046974,1.277222222,1.295833333,7.663333333,3.8875,1.455063291,0,0.15,495,655,9,6,7.62,7.07,2,4,0,48.96,0.010793893,0.015393939,1.178333333,0.846666667,1.7675,3.81,0.144403595,0,1.310659696,0
"478",2501,943,100,41,119.69,33.37,9,10,0,113.62,0.035387063,0.047856857,0.813902439,1.1969,3.337,13.29888889,0.293698293,0,0.68,1961,2629,88,148,66.42,111.08,15,18,36.08,133.3,0.042251807,0.033870474,0.750540541,0.754772727,6.171111111,4.428,0.833308327,1.840909091,0.539610035,1.840909091
"479",313,2493,4,40,3.44,49.35,1,7,0,0,0.019795427,0.010990415,1.23375,0.86,7.05,3.44,0,0,-0.05,4945,6970,43,67,76.51,111.56,7,17,12.8,16.83,0.016005739,0.015472194,1.665074627,1.779302326,6.562352941,10.93,6.628639335,5.97734375,6.628639335,5.97734375
"480",291,3347,6,78,7.83,126.43,2,2,16.4,0,0.037774126,0.026907216,1.620897436,1.305,63.215,3.915,0,0.477439024,-0.66,21891,10315,222,141,285.09,225.24,37,21,103.04,76.53,0.021836161,0.01302316,1.597446809,1.284189189,10.72571429,7.705135135,2.943159545,2.766789596,2.943159545,2.289350572
"481",754,507,28,33,41.41,55.92,6,6,0,66.65,0.110295858,0.054920424,1.694545455,1.478928571,9.32,6.901666667,0.839009752,0,-0.15,377,645,17,28,13.03,26.63,5,11,0,0,0.041286822,0.034562334,0.951071429,0.766470588,2.420909091,2.606,0,0,0.839009752,0
"482",1076,1381,27,46,76.51,161.71,0,11,0,54.33,0.117096307,0.071105948,3.515434783,2.833703704,14.70090909,0,2.976440272,0,-0.43,1122,2014,13,32,20.29,64.2,2,17,0,29.68,0.031876862,0.018083779,2.00625,1.560769231,3.776470588,10.145,2.163072776,0,0.813367496,0
"483",151,887,4,27,2.7,29.64,3,0,22,0,0.033416009,0.017880795,1.097777778,0.675,0,0.9,0,0.122727273,0.06,3781,8005,87,180,69.29,156.84,16,23,188.46,192.03,0.019592755,0.01832584,0.871333333,0.796436782,6.819130435,4.330625,0.816747383,0.367664226,0.816747383,0.244936953
"484",2401,2006,48,31,640.43,297.22,12,17,396.56,418.24,0.148165503,0.266734694,9.587741935,13.34229167,17.48352941,53.36916667,0.710644606,1.614963688,-0.05,3558,3789,47,55,418.32,419.04,17,17,502.41,231.63,0.110593824,0.117571669,7.618909091,8.900425532,24.64941176,24.60705882,1.809092087,0.832626739,1.098447481,0.782336949
"485",496,273,11,2,77.03,8.08,0,4,0,85,0.02959707,0.155302419,4.04,7.002727273,2.02,0,0.095058824,0,1.24,752,898,25,38,97.3,148.46,9,6,222.98,109.69,0.16532294,0.129388298,3.906842105,3.892,24.74333333,10.81111111,1.353450634,0.436362006,1.25839181,0.436362006
"486",184,450,2,7,10.38,36.79,1,3,0,41.2,0.081755556,0.056413043,5.255714286,5.19,12.26333333,10.38,0.892961165,0,-0.22,4812,4944,124,100,437.37,412.14,22,28,521.32,612.75,0.08336165,0.090891521,4.1214,3.527177419,14.71928571,19.88045455,0.672607099,0.83896647,0.220354066,0.83896647
"487",2263,1903,21,13,188.01,128.76,0,7,0,150.89,0.067661587,0.083079982,9.904615385,8.952857143,18.39428571,0,0.853336868,0,-0.17,6200,5718,50,85,274.13,472.33,7,28,112.49,371.67,0.082604057,0.044214516,5.556823529,5.4826,16.86892857,39.16142857,1.270831652,2.436927727,0.417494784,2.436927727
"488",5831,5358,47,64,263.81,419.02,1,17,0,461.51,0.078204554,0.045242668,6.5471875,5.612978723,24.64823529,263.81,0.907932656,0,-0.29,14609,13717,194,227,750.71,879.16,51,40,1657.81,802.84,0.064092732,0.051386816,3.872951542,3.869639175,21.979,14.71980392,1.095062528,0.452832351,0.187129872,0.452832351
"489",825,1272,6,9,43.33,96.77,0,4,0,62,0.076077044,0.052521212,10.75222222,7.221666667,24.1925,0,1.560806452,0,-0.69,4374,5197,34,24,162.57,115.61,6,2,152.1,19.2,0.022245526,0.037167353,4.817083333,4.781470588,57.805,27.095,6.021354167,1.068836292,4.460547715,1.068836292
"490",464,1176,5,10,34.61,61.1,1,6,0,175.33,0.051955782,0.074590517,6.11,6.922,10.18333333,34.61,0.348485713,0,0.12,4001,6400,11,30,86.39,239.03,7,9,179.43,201.72,0.037348438,0.021592102,7.967666667,7.853636364,26.55888889,12.34142857,1.18495935,0.481469097,0.836473637,0.481469097
"491",96,85,2,7,14.81,39.23,2,4,42.03,228.09,0.461529412,0.154270833,5.604285714,7.405,9.8075,7.405,0.171993511,0.352367357,1.14,260,272,3,2,11.87,14.02,0,0,0,0,0.051544118,0.045653846,7.01,3.956666667,0,0,0,0,0.171993511,0.352367357
