"ID","Region","Gender","Race","Education","Marital","Religion","Happy","Income","PolParty","Politics","Marijuana","DeathPenalty","OwnGun","GunLaw","SpendMilitary","SpendEduc","SpendEnv","SpendSci","Pres00","Postlife"
1743,"North Central","Male","White","HS","Never Married","None","Not too happy",NA,"Ind, Near Dem","Moderate",NA,"Oppose","No","Oppose","Too much","Too little","Too little","About right","Gore","No"
1744,"North Central","Female","White","Bachelors","Married","None",NA,"under 1000","Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
1745,"North Central","Male","White","HS","Never Married","None",NA,NA,"Ind, Near Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nader",NA
1746,"North Central","Male","White","Bachelors","Never Married","Protestant",NA,"15000-17499","Ind",NA,NA,NA,NA,NA,"Too much","Too much","About right","About right","Nader",NA
1747,"North Central","Male","Other","Bachelors","Divorced","Catholic","Pretty happy","10000-124999","Ind","Slightly liberal",NA,"Favor","No","Favor",NA,NA,NA,NA,NA,"Yes"
1748,"North Central","Female","Other","HS","Never Married","None","Pretty happy","5000-5999","Ind, Near Dem","Liberal","Not legal","Oppose",NA,NA,"Too much","Too little","Too little","About right","Gore","Yes"
1749,"North Central","Female","White","Jr Col","Never Married","Protestant","Pretty happy","20000-22499","Ind, Near Dem","Moderate","Not legal","Favor","No","Favor",NA,NA,NA,NA,NA,"Yes"
1750,"North Central","Female","White","Bachelors","Never Married","Protestant",NA,"10000-124999","Not Str Dem",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right","Gore",NA
1751,"North Central","Male","White","HS","Divorced","Protestant",NA,"35000-39999","Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
1752,"North Central","Female","Black","HS","Married","Catholic",NA,"35000-39999","Not Str Dem",NA,NA,NA,NA,NA,"Too much","Too little","Too little","About right","Gore",NA
1753,"North Central","Female","White","Jr Col","Divorced","None","Not too happy","40000-49999","Ind, Near Dem","Moderate","Legal",NA,"No","Oppose",NA,NA,NA,NA,"Gore",NA
1754,"North Central","Female","White","HS","Never Married","Protestant",NA,"10000-124999","Not Str Rep",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right",NA,NA
1755,"North Central","Male","White","Left HS","Married","Catholic",NA,"3000-3999","Not Str Dem",NA,NA,NA,NA,NA,"About right","Too much","About right","About right","Gore",NA
1756,"North Central","Male","White","Graduate","Never Married","Catholic","Pretty happy","17500-19999","Strong Rep","Conservative",NA,"Favor","No","Favor","Too little","About right","About right","Too little","Bush","Yes"
1757,"North Central","Female","Black","HS","Married","Protestant","Very happy","8000-9999","Ind","Moderate","Not legal","Oppose",NA,NA,NA,NA,NA,NA,NA,"No"
1758,"North Central","Female","Black","Left HS","Never Married","Protestant",NA,"10000-124999","Ind, Near Rep",NA,NA,NA,NA,NA,"Too much","Too little","Too much","About right",NA,NA
1759,"North Central","Female","Black","Left HS","Never Married","Protestant",NA,NA,"Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1760,"North Central","Male","Black","HS","Never Married","Protestant","Pretty happy",NA,"Strong Dem","Liberal",NA,"Oppose","No","Favor","Too much","Too little","Too little","About right","Gore",NA
1761,"North Central","Female","Black","Jr Col","Widowed","Protestant",NA,NA,"Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1762,"North Central","Female","Black","HS","Never Married","Protestant",NA,"4000-4999","Ind",NA,NA,NA,NA,NA,"Too much","Too little","Too much","Too much","Gore",NA
1763,"North Central","Female","Black","HS","Never Married","Protestant","Very happy","12500-14999","Not Str Dem","Moderate",NA,"Oppose","No","Favor",NA,NA,NA,NA,"Gore","Yes"
1764,"North Central","Female","Black","HS","Divorced","Protestant","Pretty happy",NA,"Ind",NA,"Not legal",NA,NA,NA,NA,"Too little",NA,"Too much",NA,"No"
1765,"North Central","Male","White","HS","Divorced","Christian","Pretty happy","30000-34999","Other party","Moderate",NA,"Favor","Yes","Favor",NA,NA,NA,NA,"Bush",NA
1766,"North Central","Male","White","HS","Never Married","None",NA,"1000-2999","Strong Dem",NA,NA,NA,NA,NA,"Too much","About right","Too little","Too little",NA,NA
1767,"North Central","Female","White","Graduate","Married","Protestant",NA,"130000-149999","Ind, Near Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1768,"North Central","Male","White","Left HS","Never Married","Protestant",NA,"25000-29999","Ind, Near Rep",NA,NA,NA,NA,NA,"About right","Too little","Too little","Too little",NA,NA
1769,"North Central","Female","White","Bachelors","Never Married","Catholic","Very happy","40000-49999","Strong Rep","Moderate",NA,"Oppose","Yes","Favor",NA,NA,NA,NA,"Bush","Yes"
1770,"North Central","Female","White","HS","Married","Protestant","Very happy","22500-24999","Ind","Moderate","Not legal","Oppose",NA,NA,"Too much","About right","Too little",NA,"Bush","Yes"
1771,"North Central","Male","White","HS","Divorced","Catholic","Pretty happy","35000-39999","Not Str Dem","Moderate","Legal","Favor","Yes","Favor",NA,NA,NA,NA,NA,"Yes"
1772,"North Central","Female","White","HS","Widowed","Catholic",NA,"17500-19999","Ind, Near Rep",NA,NA,NA,NA,NA,"Too little","About right","About right","Too much","Bush",NA
1773,"North Central","Male","Black","Left HS","Widowed","Protestant","Pretty happy",NA,"Strong Dem","Extremely conservative","Not legal",NA,NA,NA,NA,NA,NA,NA,NA,"Yes"
1774,"North Central","Female","Black","Graduate","Divorced","Protestant",NA,"40000-49999","Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
1775,"North Central","Male","Other","Graduate","Married","Moslem/Islam","Pretty happy","35000-39999","Ind","Slightly conservative",NA,"Favor","No","Favor",NA,NA,NA,NA,"Bush","Yes"
1776,"North Central","Female","White","HS","Married","Protestant","Very happy","30000-34999","Not Str Rep","Moderate","Not legal","Favor",NA,NA,"Too little","About right","Too little","Too much","Bush","Yes"
1777,"North Central","Male","White","HS","Divorced","None","Pretty happy","50000-59999","Ind, Near Rep","Moderate","Legal","Oppose","Yes","Favor",NA,NA,NA,NA,"Bush","Yes"
1778,"North Central","Female","White","Bachelors","Never Married","Catholic",NA,"22500-24999","Strong Rep",NA,NA,NA,NA,NA,"About right","Too much","About right","Too little","Bush",NA
1779,"North Central","Female","White","Bachelors","Divorced","Protestant",NA,"35000-39999","Strong Rep",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right","Bush",NA
1780,"North Central","Male","White","Bachelors","Never Married","None","Very happy",NA,"Not Str Rep","Moderate","Legal","Favor","No","Favor",NA,NA,NA,NA,"Bush","No"
1781,"North Central","Male","White","Bachelors","Never Married","Protestant",NA,"5000-5999","Ind, Near Rep",NA,NA,NA,NA,NA,"About right","Too little","About right","About right",NA,NA
1782,"North Central","Female","Black","Jr Col","Married",NA,NA,"130000-149999","Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1783,"South Atlantic","Female","White","HS","Married","Protestant",NA,"6000-6999","Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
1784,"South Atlantic","Female","White","Graduate","Married","Protestant",NA,"3000-3999","Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
1785,"South Atlantic","Male","White","Bachelors","Married","None","Pretty happy","110000-129999","Not Str Rep","Moderate",NA,"Favor","No","Favor","About right","Too little","About right","About right","Bush","No"
1786,"South Atlantic","Female","White","Bachelors","Married","Protestant","Very happy","35000-39999","Strong Rep","Moderate","Not legal","Favor",NA,NA,NA,NA,NA,NA,"Bush","Yes"
1787,"South Atlantic","Female","White","Bachelors","Married","Protestant",NA,NA,"Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
1788,"South Atlantic","Female","White","Jr Col","Married","Protestant",NA,"12500-14999","Strong Rep",NA,NA,NA,NA,NA,"About right","Too little","About right","About right","Bush",NA
1789,"South Atlantic","Male","White","Bachelors","Married","Protestant","Very happy","40000-49999","Strong Rep","Conservative",NA,"Favor","Yes","Oppose",NA,NA,NA,NA,"Bush","Yes"
1790,"South Atlantic","Female","White","HS","Divorced","Protestant","Pretty happy",NA,"Strong Rep","Slightly conservative","Legal","Favor",NA,NA,"Too much","Too little","Too little","About right",NA,"Yes"
1791,"South Atlantic","Male","White","Graduate","Married","Protestant","Pretty happy","40000-49999","Ind","Moderate","Not legal",NA,"Yes","Favor",NA,NA,NA,NA,"Bush","Yes"
1792,"South Atlantic","Male","White","Bachelors","Divorced","Protestant",NA,"30000-34999","Not Str Dem",NA,NA,NA,NA,NA,"Too little","Too little","Too little","Too much","Bush",NA
1793,"South Atlantic","Female","White","Bachelors","Widowed","Protestant",NA,NA,"Ind",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right","Bush",NA
1794,"South Atlantic","Male","White","Bachelors","Married","Protestant","Pretty happy",NA,"Ind, Near Dem","Slightly conservative",NA,"Oppose","Yes","Favor",NA,NA,NA,NA,"Bush","Yes"
1795,"South Atlantic","Female","White","HS","Widowed","Protestant","Pretty happy",NA,"Ind",NA,NA,"Favor","No","Favor",NA,NA,NA,NA,"Gore",NA
1796,"South Atlantic","Female","Other","HS","Married","Protestant",NA,NA,"Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Didnt vote",NA
1797,"South Atlantic","Male","White","HS","Married","Protestant","Not too happy",NA,"Ind","Moderate","Legal","Oppose",NA,NA,NA,NA,NA,NA,"Other",NA
1798,"South Atlantic","Male","White","Bachelors","Married","Catholic","Pretty happy","35000-39999","Not Str Rep","Slightly conservative","Not legal","Oppose","No","Favor","About right","Too little","About right","Too little","Bush","Yes"
1799,"South Atlantic","Male","White","HS","Married","Protestant",NA,"40000-49999","Ind, Near Dem",NA,NA,NA,NA,NA,"Too much","Too little","Too little","Too much",NA,NA
1800,"South Atlantic","Male","Black","Left HS","Separated","Protestant",NA,"4000-4999","Ind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1801,"South Atlantic","Female","White","Jr Col","Never Married","Protestant","Very happy","40000-49999","Ind, Near Dem","Slightly liberal",NA,"Oppose","No","Favor","Too much","Too little","Too little","Too little","Gore","Yes"
1802,"South Atlantic","Female","White","Bachelors","Divorced","None","Pretty happy",NA,"Ind","Slightly liberal","Legal","Oppose","Yes","Oppose","Too little","Too little","Too little","Too little",NA,"Yes"
1803,"South Atlantic","Male","White","Jr Col","Married","Protestant",NA,"60000-74999","Not Str Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
1804,"South Atlantic","Female","White","Graduate","Divorced","Catholic","Pretty happy","40000-49999","Not Str Dem","Moderate",NA,"Favor","No","Oppose",NA,NA,NA,NA,"Gore","Yes"
1805,"South Atlantic","Male","White","Bachelors","Married","Protestant","Very happy","35000-39999","Strong Rep","Conservative","Not legal","Favor","No","Favor",NA,NA,NA,NA,"Bush","Yes"
1806,"South Atlantic","Female","White","Bachelors","Divorced","Protestant","Not too happy","40000-49999","Ind, Near Dem","Slightly liberal","Legal","Favor",NA,NA,NA,"Too little","Too little",NA,"Gore","Yes"
1807,"South Atlantic","Male","White","Jr Col","Divorced","None","Very happy","40000-49999","Not Str Dem","Slightly conservative","Legal","Favor","No","Favor",NA,NA,NA,NA,"Gore","No"
1808,"South Atlantic","Male","White","HS","Never Married","None",NA,NA,"Ind",NA,NA,NA,NA,NA,"Too little","Too little","Too little","Too little","Other",NA
1809,"South Atlantic","Female","White","Bachelors","Married","Christian",NA,"20000-22499","Ind, Near Rep",NA,NA,NA,NA,NA,"Too little","Too much","Too little","Too much","Bush",NA
1810,"South Atlantic","Female","White","Bachelors","Married","Protestant","Pretty happy","25000-29999","Not Str Rep","Slightly conservative","Not legal","Favor",NA,NA,NA,NA,NA,NA,"Bush","Yes"
1811,"South Atlantic","Male","White","Bachelors","Married","Protestant",NA,NA,"Ind",NA,NA,NA,NA,NA,"About right","Too little","Too little","Too little","Bush",NA
1812,"South Atlantic","Female","White","HS","Widowed","Protestant",NA,NA,"Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
1813,"South Atlantic","Female","White","HS","Widowed","Protestant","Very happy","8000-9999","Ind","Slightly liberal","Not legal","Favor",NA,NA,NA,NA,NA,NA,NA,"Yes"
1814,"South Atlantic","Female","White","Graduate","Widowed","Protestant","Pretty happy",NA,"Not Str Dem","Extremely liberal","Legal","Oppose","No","Favor","Too little","Too little","Too little","About right","Gore","Yes"
1815,"South Atlantic","Female","White","Bachelors","Never Married","Protestant",NA,"20000-22499","Not Str Dem",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right","Nader",NA
1816,"South Atlantic","Female","Black","HS","Never Married","Protestant",NA,"25000-29999","Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gore",NA
1817,"South Atlantic","Male","White","Jr Col","Married","Protestant",NA,"30000-34999","Not Str Rep",NA,NA,NA,NA,NA,"Too little","About right","About right","About right","Bush",NA
1818,"South Atlantic","Male","Black","HS","Divorced","Protestant",NA,"40000-49999","Strong Dem",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right","Gore",NA
1819,"South Atlantic","Female","White","Bachelors","Married","Catholic","Very happy",NA,"Not Str Rep","Moderate",NA,"Favor","No","Favor","About right","Too little","About right","About right","Bush","Yes"
1820,"South Atlantic","Female","White","Bachelors","Married","None",NA,"5000-5999","Ind, Near Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
1821,"South Atlantic","Male","White","HS","Married","Catholic","Pretty happy","110000-129999","Strong Rep","Moderate",NA,"Favor","Yes","Favor",NA,NA,NA,NA,"Bush","Yes"
1822,"South Atlantic","Male","White","Bachelors","Married","Protestant","Very happy",NA,"Strong Rep","Conservative","Not legal","Favor","No",NA,NA,NA,NA,NA,"Bush","Yes"
1823,"South Atlantic","Male","White","Bachelors","Married","Protestant",NA,"110000-129999","Not Str Rep",NA,NA,NA,NA,NA,"About right","Too little","About right","Too little","Bush",NA
1824,"South Atlantic","Male","White","Bachelors","Married","Protestant",NA,"110000-129999","Strong Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
1825,"South Atlantic","Male","White","Graduate","Married","None","Pretty happy","110000-129999","Ind","Moderate",NA,"Favor","No","Favor",NA,NA,NA,NA,"Gore","No"
1826,"South Atlantic","Female","White","Jr Col","Married","Protestant",NA,NA,"Ind, Near Rep",NA,NA,NA,NA,NA,"Too little","About right","About right","Too little","Gore",NA
1827,"South Atlantic","Female","White","Jr Col","Married","Protestant",NA,"5000-5999","Not Str Rep",NA,NA,NA,NA,NA,"Too little","About right","About right","About right","Bush",NA
1828,"South Atlantic","Female","White","HS","Married","Protestant","Pretty happy",NA,"Strong Rep","Extremely conservative",NA,"Favor","No","Favor","Too little","Too much","Too much","Too much",NA,"Yes"
1829,"South Atlantic","Female","White","Bachelors","Married","Protestant","Very happy","110000-129999","Not Str Rep","Slightly conservative","Not legal","Favor",NA,NA,NA,NA,NA,NA,"Bush","Yes"
1830,"South Atlantic","Female","White","Bachelors","Married","Catholic",NA,NA,"Ind, Near Rep",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
1831,"South Atlantic","Female","Other","HS","Divorced","Protestant",NA,"30000-34999","Strong Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bush",NA
1832,"South Atlantic","Male","White","HS","Married","Protestant",NA,NA,"Strong Rep",NA,NA,NA,NA,NA,"Too little","Too much","About right","Too much","Bush",NA
1833,"South Atlantic","Female","Other","HS","Never Married","Buddhism","Pretty happy","1000-2999","Ind",NA,NA,"Favor","No","Favor",NA,NA,NA,NA,NA,"Yes"
1834,"South Atlantic","Female","White","HS","Divorced","Protestant","Pretty happy","40000-49999","Not Str Dem","Moderate","Not legal","Favor",NA,NA,"Too little","Too little",NA,"Too little",NA,NA
1835,"South Atlantic","Male","White","Bachelors","Married","Protestant","Pretty happy",NA,"Strong Rep","Conservative","Not legal","Favor","Yes","Oppose",NA,NA,NA,NA,"Bush","Yes"
1836,"South Atlantic","Female","White","Bachelors","Never Married","None",NA,"40000-49999","Ind, Near Dem",NA,NA,NA,NA,NA,"Too much","Too little","Too little",NA,NA,NA
1837,"South Atlantic","Female","White","HS","Married","Protestant",NA,"40000-49999","Ind, Near Dem",NA,NA,NA,NA,NA,"About right","Too little","Too little","Too much",NA,NA
1838,"South Atlantic","Male","White","Bachelors","Married","Protestant","Pretty happy","50000-59999","Strong Rep","Conservative","Not legal","Favor",NA,NA,"Too little","About right","About right","About right","Bush","No"
1839,"South Atlantic","Female","White","Jr Col","Divorced","Protestant","Pretty happy","75000-89999","Not Str Dem","Moderate","Not legal","Oppose","Yes",NA,NA,NA,NA,NA,"Gore","Yes"
1840,"South Atlantic","Female","Black","Bachelors","Married","Protestant",NA,"30000-34999","Strong Dem",NA,NA,NA,NA,NA,"About right","Too little","Too little","Too little","Gore",NA
1841,"South Atlantic","Male","White","HS","Married","Protestant",NA,"40000-49999","Not Str Rep",NA,NA,NA,NA,NA,"About right","Too little","Too little","About right",NA,NA
1842,"South Atlantic","Male","Black","HS","Married","Inter-nondenominational",NA,"20000-22499","Not Str Dem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843,"South Atlantic","Male","Black","HS","Married","Protestant","Very happy","130000-149999","Ind",NA,NA,"Favor","Yes","Favor","Too much","About right","About right",NA,NA,"Yes"
1844,"South Atlantic","Male","Black","HS","Married","Protestant","Very happy","10000-124999","Not Str Dem","Slightly liberal","Not legal","Favor",NA,NA,NA,NA,NA,NA,"Gore","Yes"
1845,"South Atlantic","Female","Black","HS","Married","Protestant","Pretty happy","35000-39999","Strong Dem","Extremely conservative","Not legal",NA,"Yes","Favor","About right","Too little","Too little","Too little",NA,"Yes"
